sid,computing_id,cid,pid,submission,judge_output,status,language,submitted_at,score
375,datOvercommon,1,1005,"#include <iostream>
#include <vector>
#include <string>
#include <map>
#include <queue>
#include <random>

using namespace std;

int randomindex(int start, int end)
{
	std::random_device dev;
	std::mt19937 rng(dev());
	std::uniform_int_distribution<std::mt19937::result_type> dist6(start, end); // distribution in range [1, 6]

	return dist6(rng);
}

class node {
public:
	int index, count = 0;
	vector<node*> lesser;
	node(int ind) : index(ind) { }
	int height(node* i, int height)
	{
		if (i->lesser.size() == 0) return 1;
		while (lesser.size() != 0)
		{
			int max = 0;
			for (auto& k : i->lesser)
			{
				if (i->height(k, height) > max) max = i->height(k, height);
			}
			return 1 + max;
		}
	}
};
bool lessThanKey(const node* n1, const node* n2)
{
	return n1->count > n2->count;
}
int sorted(vector<node*>& nodes, int& n)
{
	for (int i = 0; i < nodes.size(); i++)
	{
		if (nodes[i]->height(nodes[i], 1) == n) return i;
	}
	return -1;
}
int main()
{
	vector<node*> nodes;
	int n, m,temp;
	cin >> n;
	if (n == -1) return 0;
	cin >> m;
	if (n == -1) return 0;

	for (int i = 0; i < n; i++) 
	{ 
		node* newnode = new node(i);
		nodes.push_back(newnode);
	}

	for (int k = 1; k < n*10; k++)
	{
		vector<pair<node*, node*>> nodepairs;
		int index = randomindex(0,1);
		for (int i = 0; i < n / 2; i++)
		{
			nodepairs.push_back({ nodes[index], nodes[index+1] });
			index += 2;
		}
		cout << ""q "" << n / 2 << endl;
		for (auto& i : nodepairs) cout << i.first->index << "" > "" << i.second->index << endl;
		for (auto& i : nodepairs)
		{
			cin >> temp;
			if (temp == -1) return 0;
			if (temp == 1) { i.first->lesser.push_back(i.second); ++i.first->count; --i.second->count;}
			else { i.second->lesser.push_back(i.first); ++i.second->count; --i.first->count;}
		}
		sort(nodes.begin(),nodes.end(),lessThanKey);
		if (sorted(nodes, n) != -1)
		{
			vector<int> ordered;
			node* iterate = nodes[sorted(nodes, n)];
			ordered.push_back(iterate->index);
			while (iterate->lesser.size() != 0)
			{
				int maxheight = 0,max,index = 0;
				for (auto i : iterate->lesser)
				{
					if (i->height(i, 1) > maxheight)
					{
						maxheight = i->height(i, 1);
						max = index;
					}
					++index;
				}
				iterate = iterate->lesser[max];
				ordered.push_back(iterate->index);
			}
			reverse(ordered.begin(), ordered.end());
			cout << ""a "";
			for (int i = 0; i < ordered.size() - 1; i++) cout << ordered[i] << "" "";
			cout << ordered[ordered.size() - 1] << endl;
			cin >> temp;
			break;
		}
	}
	return 0;
}

",,judging,C++17,2022-07-30 16:05:39.384473,0
376,theKevin27,1,1008,"#include <iostream> //for input and output
#include <string> //for strings :D
using namespace std; //because ive only 25 minutes left

//CHOOSE YOUR OWN ADVENTURE GAME//

int main() {
  //Interface information

  //START//
  cout << ""You wake up in a forest without any clue of where you are"" << endl;
  cout << ""You find yourself unable to look or move in more than 4 directions"" << endl;

  //check to see if player is alive
  bool alive = 1;
  //PLAYER DIRECTIONS
  do {
    char MoL, m, l; //player inputs for movement and looking
    cout << ""Move (m) or look (l)?"" << endl;
    cin >> MoL; //move or look char
    //If player decides to move//
    if(MoL == 'm'){
      cout << ""Choose a direction to move, (n, e, s, w)"" << endl;
      cin >> m;
      if(m == 'n') {
        cout << ""You walk North"" << endl;
        cout << ""5 minutes left until submission"" << endl;
        alive = 0; //this kills the player and ends the game
      }
      else if(m == 'e') {
        cout << ""You walk East"" << endl;
        cout << ""You enter a nuclear warzone"" << endl;
        cout << ""You gaze upon the sky as ash falls"" << endl;
        cout << ""A bomb gets dropped down your gullet"" << endl;
        alive = 0;
      }
      else if(m == 's') {
        cout << ""You walk South"" << endl;
        cout << ""You enter a den of lions"" << endl;
        alive = 0;
      }
      else if(m == 'w') {
        cout << ""You walk West"" << endl;
        cout << ""You enter a black hole"" << endl;
        alive = 0;
      }
    //If player decides to look//
    else if(MoL == 'l') {
      if(m == 'l') {
        cout << ""You look North"" << endl;
        cout << ""You see a fiery inferno so bright that your eyes melt off"" << endl;
        alive = 0;
      }
      else if(l == 'e') {
        cout << ""You look East"" << endl;
        cout << ""Your eyes are met by two small glowing dots"" << endl;
        cout << ""You have been mauled by a wolf"" << endl;
        alive = 0;
      }
      else if(l == 's') {
        cout << ""You look South"" << endl;
        cout << ""The screen turns black and you see yourself in the monitors reflection"" << endl;
        cout << ""You are reminded of how much of a loser you are before you weep until you're fully dehydrated"" << endl;
        alive = 0;
        
      }
      else if(l == 'w') {
        cout << ""You look West"" << endl;
        cout << ""I am running out of time so you just die thanks"" << endl;
        alive = 0;
      }
    }
  }
}
  while(alive);
    //death screen//
    if(alive == 0) { 
     cout << ""You have died a tragic death and nobody will remember you"" << endl;
    }
}",,judging,C++17,2022-07-30 16:06:20.448426,0
345,FuduBoys,1,1007,"#include <cstring>
#include <iostream>
#include <sstream>
#include <string>
#include <vector>
struct strut {

  long start, end;
  std::string color;
};

int main(int argc, char *argv[]) {

  long n, q;
  std::cin >> n >> q;
  std::vector<strut> vec;
  // std::cout << ""n is "" << n << ""q is "" << q << '\n';

  for (auto count = 0; count < q; count++) {
    // std::cout << ""running"" << count << ""time"" << '\n';
    std::string query_input = """";
    std::string retVAL;
    // std::cout << ""query string is "" << query_input << '\n';
    std::cin >> query_input;
    if (query_input == ""p"") {
      // std::stringstream s(query_input);
      // std::string temp1, color;
      long start, end;
      std::string color;
      // s >> temp1; // takes out the first p
      // s >> start;
      // s >> end;
      // s >> color;
      std::cin >> start;
      std::cin >> end;
      std::cin >> color;
      strut temp;
      temp.color = color;
      temp.end = end;
      temp.start = start;
      vec.push_back(temp);
      continue;
    } else {
      long number;
      std::cin >> number;
      // s >> temp; // throws away q
      // s >> number;
      for (auto &x : vec) {
        if (number >= x.start && number <= x.end) {
          retVAL = x.color;
        }
      }
      if (retVAL == """") {
        std::cout << ""white\n"";
      } else {
        std::cout << retVAL << '\n';
      }
    }
  }

  return 0;
}
","Failed on case 3, test 0",TLE,C++17,2022-07-30 15:53:52.081468,40
346,teamAverage,1,1008,"#include <iostream>
#include <cassert>

using namespace std;

//move n disks from source to destination using a temporary
void move(int n, char source, char dest, char temp){
    if(n==1){
        cout << ""move from"" << source << ""to"" << dest << endl;
    }
    move(n-1, source, temp, dest);
    move(1, source, dest, temp);
    move(n-1, temp, dest, source);
}

//Let M(n) be the number of moves given n disks
//M(1) = 1, M(2) = 3
//M(n) = M(n-1) + M(1) + M(n-1)
//for n>1, M(n) = 2M(n-1) + M(1)
//M(3) = 2M(2) + 1 = 2 x 3 + 1 = 7
//M(4) = 2M(3) + 1 = 15         
//M(5) = 2M(4) + 1 = 31             M(n) = 2^n - 1 for all n>1, O(2^n)

int main(){
    int n;
    cout << ""Enter # of disks on tower > "";
    cin >> n;
    assert(n>0); //if false, terminates the program
    cout << ""n source is A and destination is C"" << endl;

    move(n, 'A', 'C', 'B');
    return 0;
}",Only your latest submission will be checked,AC,C++17,2022-07-30 15:54:10.517232,10
347,teamAverage,1,1005,"using namespace std;
#include <iostream>

int main() {
  int n,nRes, m, ind, trial = 1,temp, x=0, comparison;
  int numOfComparison ;
  cin >> n;
  cin >> m;
  numOfComparison = n/2;
  int indexes[n],indexesP[n],comparisonRes[numOfComparison];
  for (int i = 0; i < n; i++) {
    indexes[i] = i;
  }
  while (comparison<=n*(n-1)/2&&trial<=m) {
    if(trial%2 == 1){
      x=0;
      cout<<""q ""<<numOfComparison<<endl;
      for(int i=0;i<numOfComparison;i++){
        cout<<indexes[x++];
        cout<<"" < ""<<indexes[x++]<<endl;
      }
      for(int i=0;i<numOfComparison;i++){
        cin>>comparisonRes[i];
        comparison++;
        if (comparisonRes[i]==-1){
          return;
        }
      }
      for(int i=0;i<numOfComparison;i++){
        if (comparisonRes[i]==0){
          temp = indexes[i*2];
          indexes[i*2] = indexes[i*2+1];
          indexes[i*2+1] = temp;
        }
      }
      
    }
    else{
      x=n;
      cout<<""q ""<<numOfComparison<<endl;
      for(int i=numOfComparison-1;i>=0;i--){
        cout<<indexes[x--];
        cout<<"" > ""<<indexes[x--]<<endl;
      }
      for(int i=numOfComparison-1;i>=0;i--){
        cin>>comparisonRes[i];
        comparison++;
        if (comparisonRes[i]==-1){
          return;
        }
      }

      for(int i=numOfComparison-1;i>=0;i--){
        if (comparisonRes[i]==0){
          temp = indexes[n-i*2-1];
          indexes[n-i*2-1] = indexes[n-i*2-2];
          indexes[n-i*2-2] = temp;
        }
      }

    }
    
    trial++;
    
  }
  cout<<""a "";
  for (int i=0;i<n;i++){
    cout<<indexes[i]<<"" "";
  }
  cout<<endl;
  cin>>nRes;
  return;
}
","/code/Main.cpp: In function ‘int main()’:
/code/Main.cpp:26:11: error: return-statement with no value, in function returning ‘int’ [-fpermissive]
   26 |           return;
      |           ^~~~~~
/code/Main.cpp:49:11: error: return-statement with no value, in function returning ‘int’ [-fpermissive]
   49 |           return;
      |           ^~~~~~
/code/Main.cpp:72:3: error: return-statement with no value, in function returning ‘int’ [-fpermissive]
   72 |   return;
      |   ^~~~~~
/code/Main.cpp:5:18: warning: unused variable ‘ind’ [-Wunused-variable]
    5 |   int n,nRes, m, ind, trial = 1,temp, x=0, comparison;
      |                  ^~~
/code/Main.cpp:10:18: warning: unused variable ‘indexesP’ [-Wunused-variable]
   10 |   int indexes[n],indexesP[n],comparisonRes[numOfComparison];
      |                  ^~~~~~~~
",CERR,C++17,2022-07-30 15:54:13.867564,0
348,JavaScriptJatts,1,1005,"#include <bits/stdc++.h>

using namespace ::std;

void merge(vector<int>& arr, int start, int mid, int end){

    if(start>=end){return;}

    vector<int> temp;

    int start1 = start;
    int start2 = mid+1;

    while(start1 <= mid && start2 <= end){
        cout << ""q 1\n"";
        cout << start1 << "" < "" << start2 << ""\n"";
        int ans;
        cin >> ans;

        if(ans == -1){throw std::invalid_argument( ""received negative value"" );}

        if(ans == 1){
            temp.push_back(arr[start1]);
            start1++;
        }
        else{
            temp.push_back(arr[start2]);
            start2++;
        }
    }

    while(start1 <= mid){
        temp.push_back(arr[start1]);
        start1++;
    }

    while(start2 <= end){
        temp.push_back(arr[start2]);
        start2++;
    }

    for(int i = 0; i < temp.size(); i++){
        arr[start+i] = temp[i];
    }


    return;
}

void mergeSort(vector<int>& arr, int start, int end){


//    cout << start << "" "" << end << endl;

    if(start >= end){return;}

    int mid = start+((end-start)/2);

    mergeSort(arr, start, mid);
    mergeSort(arr, mid+1, end);

    try {
        merge(arr,start, mid,end);
    }
    catch( const std::invalid_argument& e ) {
        throw std::invalid_argument( ""received negative value"" );
    }


    return;

}



int main() {

    int n,m;

    cin >> n >> m;


    vector<int> arr;

    for(int i = 0; i < n; i++){
        arr.push_back(i);
    }

    try {
        mergeSort(arr,0,arr.size()-1);
    }
    catch( const std::invalid_argument& e ) {
        return(0);
    }


    string l = ""a"";

    for(int x : arr){
        l += "" "";
        l += to_string(x);
    }

    cout << l;

    cin >> n;

    return(0);
//    return(n);

}

// \o/
//  |
// /_\_","WA on case 0, test 0",WA,C++17,2022-07-30 15:54:29.880286,0
349,datOvercommon,1,1006,"n=int(input())
for i in range(n+1):
    print(' ',end='')
print('>')
for i in range(n+1):
    print(' ',end='')
print('|')
for i in range(n+1):
    print(' ',end='')
print('.')
l=n
t=1
while l-1>0:
    for i in range(l):
        print(' ',end='')
    print('/',end='')
    for i in range(65,65+t):
        print(chr(i),end='')
    for i in range(64+t-1,64,-1):
        print(chr(i),end='')
    print('\\')
    l-=1
    t+=1","",AC,Python3,2022-07-30 15:54:50.512675,50
350,JavaScriptJatts,1,1005,"#include <bits/stdc++.h>

using namespace ::std;

void merge(vector<int>& arr, int start, int mid, int end){

    if(start>=end){return;}

    vector<int> temp;

    int start1 = start;
    int start2 = mid+1;

    while(start1 <= mid && start2 <= end){
        cout << ""q 1\n"";
        cout << start1 << "" < "" << start2 << ""\n"";
        int ans;
        cin >> ans;

        if(ans == -1){throw std::invalid_argument( ""received negative value"" );}

        if(ans == 1){
            temp.push_back(arr[start1]);
            start1++;
        }
        else{
            temp.push_back(arr[start2]);
            start2++;
        }
    }

    while(start1 <= mid){
        temp.push_back(arr[start1]);
        start1++;
    }

    while(start2 <= end){
        temp.push_back(arr[start2]);
        start2++;
    }

    for(int i = 0; i < temp.size(); i++){
        arr[start+i] = temp[i];
    }


    return;
}

void mergeSort(vector<int>& arr, int start, int end){


//    cout << start << "" "" << end << endl;

    if(start >= end){return;}

    int mid = start+((end-start)/2);

    mergeSort(arr, start, mid);
    mergeSort(arr, mid+1, end);

    try {
        merge(arr,start, mid,end);
    }
    catch( const std::invalid_argument& e ) {
        throw std::invalid_argument( ""received negative value"" );
    }


    return;

}



int main() {

    int n,m;

    cin >> n >> m;


    vector<int> arr;

    for(int i = 0; i < n; i++){
        arr.push_back(i);
    }

    try {
        mergeSort(arr,0,arr.size()-1);
    }
    catch( const std::invalid_argument& e ) {
        return(0);
    }


    string l = ""a"";

    for(int x : arr){
        l += "" "";
        l += to_string(x);
    }

    cout << l << endl;

    cin >> n;

    return(0);
//    return(n);

}

// \o/
//  |
// /_\_","WA on case 0, test 2","",C++17,2022-07-30 15:54:51.974421,0
351,teamAverage,1,1005,"using namespace std;
#include <iostream>

int main() {
  int n,nRes, m, ind, trial = 1,temp, x=0, comparison;
  int numOfComparison ;
  cin >> n;
  cin >> m;
  numOfComparison = n/2;
  int indexes[n],indexesP[n],comparisonRes[numOfComparison];
  for (int i = 0; i < n; i++) {
    indexes[i] = i;
  }
  while (comparison<n*(n-1)/2&&trial<=m) {
    if(trial%2 == 1){
      x=0;
      cout<<""q ""<<numOfComparison<<endl;
      for(int i=0;i<numOfComparison;i++){
        cout<<indexes[x++];
        cout<<"" < ""<<indexes[x++]<<endl;
      }
      for(int i=0;i<numOfComparison;i++){
        cin>>comparisonRes[i];
        comparison++;
        if (comparisonRes[i]==-1){
          return;
        }
      }
      for(int i=0;i<numOfComparison;i++){
        if (comparisonRes[i]==0){
          temp = indexes[i*2];
          indexes[i*2] = indexes[i*2+1];
          indexes[i*2+1] = temp;
        }
      }
      
    }
    else{
      x=n;
      cout<<""q ""<<numOfComparison<<endl;
      for(int i=numOfComparison-1;i>=0;i--){
        cout<<indexes[x--];
        cout<<"" > ""<<indexes[x--]<<endl;
      }
      for(int i=numOfComparison-1;i>=0;i--){
        cin>>comparisonRes[i];
        comparison++;
        if (comparisonRes[i]==-1){
          return;
        }
      }

      for(int i=numOfComparison-1;i>=0;i--){
        if (comparisonRes[i]==0){
          temp = indexes[n-i*2-1];
          indexes[n-i*2-1] = indexes[n-i*2-2];
          indexes[n-i*2-2] = temp;
        }
      }

    }
    
    trial++;
    
  }
  cout<<""a "";
  for (int i=0;i<n;i++){
    cout<<indexes[i]<<"" "";
  }
  cout<<endl;
  cin>>nRes;
  return;
}
","/code/Main.cpp: In function ‘int main()’:
/code/Main.cpp:26:11: error: return-statement with no value, in function returning ‘int’ [-fpermissive]
   26 |           return;
      |           ^~~~~~
/code/Main.cpp:49:11: error: return-statement with no value, in function returning ‘int’ [-fpermissive]
   49 |           return;
      |           ^~~~~~
/code/Main.cpp:72:3: error: return-statement with no value, in function returning ‘int’ [-fpermissive]
   72 |   return;
      |   ^~~~~~
/code/Main.cpp:5:18: warning: unused variable ‘ind’ [-Wunused-variable]
    5 |   int n,nRes, m, ind, trial = 1,temp, x=0, comparison;
      |                  ^~~
/code/Main.cpp:10:18: warning: unused variable ‘indexesP’ [-Wunused-variable]
   10 |   int indexes[n],indexesP[n],comparisonRes[numOfComparison];
      |                  ^~~~~~~~
",CERR,C++17,2022-07-30 15:55:01.461246,0
352,PinesCyrex,1,1008,"""""""
This is a maze game. The player starts in a Certain position and has to reach the goal.
The player can only move in 4 directions: up, down, left and 2 spaces to the right.
The player can't go out of the maze.
The player can't go back to the previous position. (A wall will spawn in the previous position)

You need to plan carefully how to move around the maze otherwise you will lock yourself in.

""#"" marks walls. ""P"" marks the player. ""G"" marks the goal.
an empty space marks a traversible path.
""""""
import random

# Global variables
width = 80
height = 26
maze = []
isGameNotOver = True

#[height, width]
playerPosition = [20, 20]

def initMaze():
    """"""
    Generates the canvas for the maze
    """"""
    global maze
    for i in range(height):
        maze.append([])
        for j in range(width):
            maze[i].append(0)


def initWalls():
    """"""
    create walls by setting the maze[i][j] to 1
    places them randomly because of time constraints
    10/10 times so far it is a solvable maze
    """"""
    global maze

    # funny number of walls
    for i in range(420):
        x = random.randint(0, height - 1)
        y = random.randint(0, width - 1)
        maze[x][y] = 1


def initGoal():
    """"""
    create goal by setting the maze[i][j] to 2
    also place it randomly
    """"""
    global maze

    x = random.randint(0, height - 1)
    y = random.randint(0, width - 1)
    maze[x][y] = 2


def initPlayer():
    """"""
    Plop the player in the maze
    """"""
    global playerPosition
    global maze
    maze[playerPosition[0]][playerPosition[1]] = 3


def printMaze():
    """"""
    Prints the maze
    maze[i][j] == 0 indicates an open space
    maze[i][j] == 1 indicates a wall
    maze[i][j] == 2 indicates the goal
    maze[i][j] == 3 indicates the player
    """"""

    global maze
    for i in range(height):
        for j in range(width):
            if (maze[i][j] == 0):
                print("" "", end="""")
            elif (maze[i][j] == 1):
                print(""#"", end="""")
            elif (maze[i][j] == 2):
                print(""G"", end="""")
            elif (maze[i][j] == 3):
                print(""P"", end="""")
        print()


def performMove(move: str):
    """"""
    move is expected to be a string of length 1
    """"""
    global isGameNotOver
    
    # mark where the player was as empty space
    maze[playerPosition[0]][playerPosition[1]] = 1

    # convert the move to uppercase to make it a bit more friendly for the user
    move = move.upper()

    # Move in the specified direction
    if (move == ""A""):
        playerPosition[1] -= 1
        
        # first check if we are out of bounds
        # then check if in a wall. Rest is the same
        if (playerPosition[1] < 0):
            playerPosition[1] += 1
        elif (maze[playerPosition[0]][playerPosition[1]] == 1):
            playerPosition[1] += 1
    elif (move == ""D""):
        playerPosition[1] += 1
        if (playerPosition[1] >= height):
            playerPosition[1] += 1
        elif (maze[playerPosition[0]][playerPosition[1]] == 1):
            playerPosition[1] -= 1
    elif (move == ""S""):
        playerPosition[0] += 1
        if (playerPosition[1] >= width):
            playerPosition[0] -= 1
        elif (maze[playerPosition[0]][playerPosition[1]] == 1):
            playerPosition[0] -= 1
    elif (move == ""W""):
        playerPosition[0] -= 1
        if (playerPosition[1] >= width):
            playerPosition[0] += 1
        elif (maze[playerPosition[0]][playerPosition[1]] == 1):
            playerPosition[0] += 1
    else:
        print(""Invalid move"")
        return

    # reached the Goal? if not, mark where the player is
    if(maze[playerPosition[0]][playerPosition[1]] == 2):
        isGameNotOver = False
    else:
        maze[playerPosition[0]][playerPosition[1]] = 3

def printVictory():
    """"""
    VICTORY SCREEEEEEECH !!!
    https://www.youtube.com/watch?v=MdN0NXgjsn8
    """"""
    print(""__   _______ _   _    ___ ______ _____   _    _ _____ _   _ _   _ ___________ _ "")
    print(""\ \ / |  _  | | | |  / _ \| ___ |  ___| | |  | |_   _| \ | | \ | |  ___| ___ | |"")
    print("" \ V /| | | | | | | / /_\ | |_/ | |__   | |  | | | | |  \| |  \| | |__ | |_/ | |"")
    print(""  \ / | | | | | | | |  _  |    /|  __|  | |/\| | | | | . ` | . ` |  __||    /| |"")
    print(""  | | \ \_/ | |_| | | | | | |\ \| |___  \  /\  /_| |_| |\  | |\  | |___| |\ \|_|"")
    print(""  \_/  \___/ \___/  \_| |_\_| \_\____/   \/  \/ \___/\_| \_\_| \_\____/\_| \_(_)"")
    print(""https://www.youtube.com/watch?v=MdN0NXgjsn8"")
                                                                                

def main():
    """"""
    the main function.
    Pieces together all the other functions to make the game work
    """"""
    global isGameNotOver
    initMaze()
    initWalls()
    initGoal()
    initPlayer()

    while (isGameNotOver):
        printMaze()
        print(""Enter your move (A, S, W, D): "")
        move = input()

        performMove(move)

    printVictory()
    printVictory()
    printVictory()
    printVictory()
    printVictory()
    print(""Give Full Points Please. Thank You!"")

# Run the main function if this is the main file
if __name__ == ""__main__"":
    main()

",Only your latest submission will be checked,AC,Python3,2022-07-30 15:55:12.241806,10
353,HS,1,1009,"#include <vector>
#include <string>
#include <ctime>
#include <iostream>
#include <Windows.h>
#include <cstdlib>
using namespace std;

int SW = 50;
int SH = 15;

vector<string> script = {
	""I am a fish......"",
	""A lonely fish in a quiet terminal......"",
	""I will perish as soon as this Strange contest is over......"",
	""What am I worth......?"",
	""10 points? 20? Or, maybe......"",
	""It will be a dream if my short life is worth 100 points......"",
	""If I get 100 points, I will live the rest of my short life in happiness......."",
	"".......At least until my program is over......."",
	""Hey, friend..... Will you give me 100 points?"",
	""It's my only dream......"",
	""And it seems like my life is almost over......."",
	""This would be the end. Bye.........""
};

int main()
{
	int loc_x = rand() % SW + 1;
	int loc_y = rand() % SH + 1+3;

	srand(time(NULL));
	int loop_ind = 0;
	while (true) {
		cout << endl;
		string s = script[(loop_ind / 7) % script.size()];
		cout << ""                 "" << s;
		for (int j = 0; j < loc_x + (loc_y*80); j++) {
			cout << "" "";
		}
		cout << ""<°)))><"" << endl;
		for (int i = 0; i < (SH - loc_y - 1)*80; i++) {
			cout << "" "";
		}
		cout << endl;

		loc_x += (rand() % 10 - 5)/4;
		loc_y += (rand() % 10 - 5)/4;
		loop_ind++;
		Sleep(1000);
	}

	return 0;
}
","/code/Main.cpp:5:10: fatal error: Windows.h: No such file or directory
    5 | #include <Windows.h>
      |          ^~~~~~~~~~~
compilation terminated.
",CERR,C++17,2022-07-30 15:55:13.215708,0
354,teamAverage,1,1008,"#include <iostream>
using namespace std;
string reverseString(string word);
int main() {
    cout << reverseString(""What the fuck is up kyle"");
}

string reverseString(string word){
    if (word.length() == 1)
        return word;
    else{
        string smallerWord = word.substr(0,word.length()-1);
        return word.at(word.length()-1) + reverseString(smallerWord);

    }
}
",Only your latest submission will be checked,AC,C++17,2022-07-30 15:55:34.892479,10
355,FuduBoys,1,1009,"",,judging,Python3,2022-07-30 15:56:19.570171,0
356,FuduBoys,1,1009,"print(""temp"")",Only your latest submission will be checked,AC,Python3,2022-07-30 15:57:28.423889,10
357,PinesCyrex,1,1005,"#include <iostream>
using namespace std;
int main() {
    int numcount;
    int guess;
    int judge = 0;
    bool isSolved = false;

    // int *nums = new int[numcount];
    int nums[10];
    for (int i = 0; i < 10; i++) {
        nums[i] = i;
    }

    cin >> numcount >> guess;
    for (int curr = 1; curr < numcount; curr++) {
        int j = curr;
        while(j >= 0 && judge == 0) {
            cout << ""q 1"" << endl;
            cout << nums[j-1] << "" < "" << nums[j] << endl;
            cin >> judge;
            if (judge == 0) {
                int temp = nums[j];
                nums[j] = nums[j-1];
                nums[j-1] = temp;
            } else if (judge == -1) {
                exit(0);
            }
            j--;
        }
    }

    string result = ""a"";
    for (int i = 0; i < numcount; i++) {
        result += "" "" + to_string(nums[i]);
    }

    cout << result;

    //delete[] nums;
    return 0;
}
","WA on case 0, test 0","",C++17,2022-07-30 15:57:34.933452,0
358,NKSquared,1,1006,"
n = int(input())


print("" ""*(n-1) + chr(62))
print("" ""*(n-1) + chr(124))
print("" ""*(n-1) + chr(46))

for i in range(1, n):
    print((n-1-i) * "" "" + ""/"", end = '')
    for j in range(i):
        print(chr(65 + j), end = '') 

    for j in range(i-1):
        print(chr(65 - j + i - 2), end = '') 

    print(""\\"")","",AC,Python3,2022-07-30 15:57:36.491286,50
361,TeamJin,1,1008,"import turtle
import random

# Description: The program creates stars base on the the amount of stars and length of sides of the stars inputed by the user.

# Setting the window's Screensize
turtle.screensize(80,24)

# Giving a name to the function
screen = turtle.Screen()

# Creates a night color background
screen.bgcolor(""midnight blue"")

# Giving a name to the window
screen.title(""My Movie"")

# Naming the turtle/pen
tpen = turtle.Turtle()

tpen.hideturtle()

# Setting the speed of the turtle
tpen.speed(10000)

#Defining a function to create stars where x and y is the coordinates in the window
def star(x,y,size):
    # while using penup() function, the turtle named tpen will not draw anything in the window
    tpen.penup()
    
    # goto() sends tpen to a specific coordinate in the window
    tpen.goto(x,y)
    
    # while using pendown() function, tpen will not draw anything in the window
    tpen.pendown()
    
    # colormode() allows users to enter RGB values into pencolor() to create desired colors
    turtle.colormode(255)
    
    # pencolor() is used to set the color of tpen with RGB values ---> ie. pencolor(0,0,0)
    # random.randit() randomly chooses an integer value between 0 - 255.
    tpen.pencolor(random.randint(0,255),
                  random.randint(0,255),
                  random.randint(0,255))
    
    s = size #length of each side of a star
    # Using for-loop to create a star
    for i in range(5):
        
        # forward() is used to tell tpen to move towards the direction it is pointing at
        # The values inside forward() is how much pixels will it move
        tpen.forward(s)
        
        # right() is used to change tpen's direction clockwise
        # The values in right() is the degree of how much it will change
        tpen.right(144)

# Function that creates S
def s():
    tpen.penup()
    tpen.goto(50,-50)
    tpen.pencolor(""white"")
    
    # fillcolor() fills the letter with the intended color
    tpen.fillcolor(""white"")
    
    # Initiates color filling at it's current coordinate
    tpen.begin_fill()
    tpen.pendown()
    tpen.right(90)
    tpen.forward(30)
    tpen.right(90)
    tpen.forward(10)
    tpen.right(90)
    tpen.forward(20)
    tpen.left(90)
    tpen.forward(10)
    tpen.left(90)
    tpen.forward(20)
    tpen.right(90)
    tpen.forward(20)
    tpen.right(90)
    tpen.forward(40)
    tpen.right(90)
    tpen.forward(5)
    tpen.right(90)
    tpen.forward(20)
    tpen.left(90)
    tpen.forward(8)
    tpen.left(90)
    tpen.forward(20)
    tpen.right(90)
    tpen.forward(27)
    tpen.right(90)
    tpen.forward(20)
    
    # Ends color filling at it's current coordinate
    tpen.end_fill()

# Function that creates F
def f():
    tpen.penup()
    tpen.goto(100,-50)
    tpen.pencolor(""white"")
    tpen.fillcolor(""white"")
    tpen.begin_fill()
    tpen.pendown()
    tpen.forward(40)
    tpen.right(90)
    tpen.forward(10)
    tpen.right(90)
    tpen.forward(20)
    tpen.left(90)
    tpen.forward(5)
    tpen.left(90)
    tpen.forward(13)
    tpen.right(90)
    tpen.forward(8)
    tpen.right(90)
    tpen.forward(13)
    tpen.left(90)
    tpen.forward(16)
    tpen.right(90)
    tpen.forward(20)
    tpen.right(90)
    tpen.forward(39)
    tpen.right(90)
    tpen.end_fill()

# Function that creates U
def u():
    tpen.penup()
    tpen.goto(160,-50)
    tpen.pencolor(""white"")
    tpen.pendown()
    tpen.fillcolor(""white"")
    tpen.begin_fill()
    tpen.forward(10)
    tpen.right(90)
    tpen.forward(30)
    tpen.left(90)
    tpen.forward(10)
    tpen.left(90)
    tpen.forward(30)
    tpen.right(90)
    tpen.forward(10)
    tpen.right(90)
    tpen.forward(40)
    tpen.right(90)
    tpen.forward(35)
    tpen.right(90)
    tpen.forward(40)
    tpen.right(90)
    tpen.forward(5)
    tpen.end_fill() 

# Function that creates the red background of the SFU logo
def sfu():
    tpen.penup()
    tpen.goto(-200,100)
    tpen.pencolor(""red"")
    tpen.pendown()
    tpen.fillcolor(""red"")
    tpen.begin_fill()
    tpen.forward(400)
    tpen.right(90)
    tpen.forward(200)
    tpen.right(90)
    tpen.forward(400)
    tpen.right(90)
    tpen.forward(200)
    tpen.end_fill()
    
    # Calling out the s(), f() and u() functions
    s()
    f()
    u()
    
    # ------- MAIN ------- #

####### Create stars in random positions #######

# Asks user for input
stars = int(input(""Enter amount stars: ""))
size = int(input(""Enter length of side of star: ""))

for i in range(stars):
    # generating random integer values for x and y
    x = random.randint(-330, 300)
    y = random.randint(-330, 330)

    # Insert x and y into function to create stars
    star(x,y,size)


surprise = int(input(""Enter 1 for a surprise or 0 for none: ""))
if surprise == 1:
    sfu()

print(""Terminated..."")
screen.exitonclick()",Only your latest submission will be checked,AC,Python3,2022-07-30 15:58:17.64725,10
